Title_Author,ISBN
"('Margaret Mead: A Life', 'Jane Howard')",0671252259
"('Margaret Wise Brown: Awakened by the Moon', 'Leonard S. Marcus')",0688171885
"(""Margaret's Story"", 'Eugenia Price')",0553265598
"('Margin of Error', 'Edna Buchanan')",0786889314
"('Maria', 'Eugenia Price')",0553242415
"('Maria', 'Jorge Isaacs')",158348809X
"('Marianela', 'Benito Perez Galdos')",8420699853
"('Marie Antoinette: The Journey', 'Antonia Fraser')",0385489498
"('Mariel of Redwall (Redwall, Book 4)', 'Brian Jacques')",0380719223
"('Mariette in Ecstasy', 'Ron Hansen')",0060981180
"('Marilyn', 'Gloria Steinem')",0805000607
"('Marilyn', 'Peter Brown')",0434046841
"('Marilyn Monroe: The Biography', 'Donald Spoto')",0060179872
"('Marilyn: The Last Take', 'Peter Harry Brown')",0525934855
"('Marjorie Morningstar', 'Herman Wouk')",0316955132
"('Markers', 'Sidney Zion')",0440208947
"('Marketing Myths That Are Killing Business: The Cure for Death Wish Marketing', 'Kevin J. Clancy')",0070111243
"('Markings', 'Dag Hammarskjold')",0345327411
"('Marlfox (Redwall, Book 11)', 'Brian Jacques')",0441006930
"('Marmalade Boy (Marmalade Boy)', 'Wataru Yoshizumi')",1591821908
"('Marriage Shock: The Transformation of Women into Wives', 'Dalma Heyn')",0385324022
"('Marriage Takes More Than Love', 'Jack Mayhall')",0891094261
"('Marriages and Families: Making Choices in a Diverse Society', 'Mary Ann Lamanna')",0534525075
"('Marry Me', 'Pat Booth')",1575661918
"('Marry Me: A Romance', 'John Updike')",0449912159
"('Marrying Mom', 'Olivia Goldsmith')",0061095540
"('Marrying the Mistress', 'Joanna Trollope')",0425179648
"('Mars', 'Ben Bova')",055356241X
"('Mars Crossing', 'Geoffrey A. Landis')",0312872011
"('Mars and Venus in Love: Inspiring and Heartfelt Stories of Relationships that Work', 'John Gray')",0060174714
"('Mars and Venus in the Bedroom : Guide to Lasting Romance and Passion, A', 'John Gray')",0060172126
"('Mars und Venus neu verliebt. Nach der Trennung den Mut fÃ?Â¼r eine neue Liebe finden.', 'John Gray')",3442165016
"('Martha Calling', 'Susan Meddaugh')",0395827418
"('Martha Inc.: The Incredible Story of Martha Stewart Living Omnimedia', 'Christopher M.  Byron')",0471123005
"('Martha Peake: A Novel of the Revolution', 'Patrick McGrath')",0375701311
"('Martha Speaks', 'Susan Meddaugh')",0395633133
"(""Martha Stewart's Hors D'Oeuvres: The Creation and Presentation of Fabulous Finger Foods"", 'Martha Stewart')",0517554550
"('Martian Chronicles', 'Ray Bradbury')",0553131796
"('Martin Chuzzlewit', 'Charles Dickens')",0140430318
"('Martin Eden', 'Jack London')",0804902097
"('Martin Fierro', 'Jose Hernandez')",8476728654
"('Martin the Warrior (Redwall, Book 6)', 'Brian Jacques')",0441001866
"('Marvelous Land of Oz', 'L. Frank Baum')",0460050788
"('Marx for Beginners', 'Rius')",0394737164
"('Mary Anne Saves the Day (Baby-Sitters Club, 4)', 'Ann M. Martin')",0590251597
"('Mary Anne and Too Many Boys (Baby-Sitters Club, 34)', 'Ann M. Martin')",0590424947
"('Mary Anne and the Great Romance (Baby-Sitters Club, 30)', 'Ann M. Martin')",059042498X
"('Mary Anne and the Search for Tigger (Baby-Sitters Club, 25)', 'Ann M. Martin')",0590673939
"(""Mary Anne's Bad-Luck Mystery (Baby-Sitters Club, 17)"", 'Ann M. Martin')",0590415859
"('Mary Jane Harper Cried Last Night', 'Joanna Lee')",0451166302
"('Mary Kay', 'Mary Kay Ash')",006464801X
"('Mary Magdalen: Myth and Metaphor', 'Susan Haskins')",1573225096
"('Mary McGreevy (Macmurray &amp; Beck Fiction)', 'Walter Keady')",1878448935
"('Mary Queen of Scots', 'Antonia Fraser')",038531129X
"('Mary Todd Lincoln: A Biography', 'Jean H. Baker')",0393024369
"(""Mary and O'Neil"", 'JUSTIN CRONIN')",0385333595
"('Mary, Called Magdalene', 'Margaret George')",0142002798
"('Mary, Mary', 'Ed McBain')",0446517380
"('Mas Grandes Que El Amor', 'Dominique Lapierre')",8432240257
"('Mask of Treachery', 'John Costello')",0446357839
"('Masks (Star Trek The Next Generation, No 7)', 'John Vornholt')",067174139X
"('Mason &amp; Dixon', 'Thomas Pynchon')",0805037586
"('Masque', 'F. Paul Wilson')",0446519774
"('Masquerade', 'Gayle Lynds')",042516019X
"('Masquerade', 'Janet Dailey')",0316171476
"('Masquerade', 'Lowell Cauffiel')",0786015047
"('Masques of Gold', 'Roberta Gellis')",0515098167
"('Master Georgie: A Novel', 'Beryl Bainbridge')",078670697X
"('Master of the Five Magics', 'Lyndon Hardy')",0345334256
"('Master of the Game', 'Sidney Sheldon')",0446802204
"('Master of the Moor', 'Ruth Rendell')",0345302737
"(""Master's Choice: Mystery Stories by Today's Top Writers and the Masters Who Inspired Them"", 'Lawrence Block')",0425182258
"('Mastering the Tarot', 'Eden Gray')",0451167813
"('Matarese Circle', 'Robert Ludlum')",0553130986
"('Matchmakers', 'Janet Dailey')",0373219083
"('Material World: A Global Family Portrait', 'Peter Menzel')",0871564300
"('Maternity Ward: Behind the Scenes at a Big City Hospital', 'Susan Stanley')",0312929803
"('Matilda', 'Roald Dahl')",014034294X
"('Matilda Bone', 'Karen Cushman')",0395881560
"('Mating', 'Norman Rush')",067973709X
"('Matlock Paper', 'Robert Ludlum')",044015538X
"('Mattimeo (Redwall, Book 3)', 'Brian Jacques')",0380715309
"('Maurice', 'E. M. Forster')",0393310329
"('Maus a Survivors Tale: My Father Bleeds History', 'Art Spiegelman')",0394747232
"('Mavis', 'Brenda K. Marshall')",0449910415
"('Max', 'Howard Fast')",0440161061
"('Max and Me and the Time Machine', 'Gery Greer')",0152531343
"('Max and the Cats', 'Moacyr Scliar')",0452284538
"('Maximum Bob', 'Elmore Leonard')",0440212189
"('Maximum Light', 'Nancy Kress')",0812540379
"('May There Be a Road', ""Louis L'Amour"")",0553583999
"('Maya', 'Charles Gallenkamp')",0140053670
"('Maya', 'Jostein Gaarder')",0753811464
"('Maya oder Das Wunder des Lebens.', 'Jostein Gaarder')",3446198989
"('Maybe (Maybe Not): Second Thoughts from a Secret Life', 'Robert Fulghum')",0679419608
"('Maybe If I Loved You More', 'James Kavanaugh')",1878995049
"('Maybe Married  (To Have and to Hold)', 'Leigh Michaels')",0373037317
"('Mayfield Crossing', 'Vaunda Micheaux Nelson')",0399223312
"('Mayor of Casterbridge', 'Thomas Hardy')",0451523059
"(""Maze: Solve the World's Most Challenging Puzzle"", 'Christopher Manson')",0030045894
"('Mazurka for Two Dead Men', 'Camilo Jose Cela')",0811212777
"(""McNally's Chance"", 'Lawrence Sanders')",0425185702
"(""McNally's Dare"", 'Vincent Lardo')",0399150552
"(""McNally's Trial (Archy McNally Novels (Paperback))"", 'Lawrence Sanders')",042514755X
"('McTeague: A Story of San Francisco', 'Frank Norris')",0451524217
"('Me (Random House Large Print)', 'KATHARINE HEPBURN')",067974245X
"('Me : Stories of My Life', 'KATHARINE HEPBURN')",0345410092
"('Me Talk Pretty One Day', 'David Sedaris')",0316776963
"('Me: Stories of My Life', 'Katharine Hepburn')",0345377702
"('Mean Spirit', 'Linda Hogan')",0804108633
"('Means of Ascent (The Years of Lyndon Johnson, Volume 2)', 'ROBERT A. CARO')",067973371X
"('Measure for Measure : A Musical History of Science', 'Thomas Levenson')",0671787306
"('Medicine Men', 'Alice Adams')",0679454403
"('Medicine River', 'Thomas King')",0140126031
"('Medicine Woman', 'Lynn V. Andrews')",0062500260
"('Medieval Europe: A Short History', 'C. Warren Hollister')",0070297290
"('Meditations for Women Who Do Too Much', 'Anne Wilson Schaef')",0062514377
"('Medusa', 'Hammond Innes')",0006176747
"(""Medusa's Child"", 'John J. Nance')",0312962452
"('Meeresleuchten.', 'Angela Huth')",3492230512
"('Meet Me in Time', 'Charlotte Vale Allen')",0446825301
"('Meet Molly: An American Girl (The American Girls Collection)', 'Valerie Tripp')",0937295078
"('Meetings With Mary: Visions of the Blessed Mother', 'Janice T. Connell')",0345397053
"('Megatrends', 'John Naisbitt')",0446329223
"('Megatrends for Women', 'Patricia Aburdene')",067940337X
"('Mein Herz so weiÃ?Â?.', 'Javier Marias')",3423125071
"('Mein Kampf', 'Adolf Hitler')",0395925037
"('Mein Leben.', 'Marcel Reich-Ranicki')",3423128305
"('Mein New York.', 'Paul Auster')",3498000543
"('Meine Schwester Frida.', 'Barbara Mujica')",3810512680
"(""Melchior's Fire"", 'Jack L. Chalker')",0743435834
"('Member of the Wedding', 'Carson Mccullers')",0553237667
"('Memento Mori', 'Muriel Spark')",0811214389
"('Memoirs', 'Pablo Neruda')",0374527539
"('Memoirs', 'Tennessee Williams')",0385005733
"('Memoirs of a Beatnik', 'Diane Di Prima')",0140235396
"('Memoirs of a Dutiful Daughter', 'Simone de Beauvoir')",0060903511
"('Memoirs of a Geisha', 'Arthur Golden')",0375400117
"('Memoirs of a Mangy Lover', 'Groucho Marx')",0306807696
"('Memoirs of an Ex-Prom Queen', 'Alix Kates Shulman')",0140265716
"('Memoirs of an Unfit Mother', 'Anne Robinson')",0743448960
"('Memorias de una geisha', 'Arthur Golden')",8495501198
"('Memories', 'Charlotte Vale Allen')",0425089886
"('Memories and Visions of Paradise: Exploring the Universal Myth of a Lost Golden Age', 'Richard Heinberg')",0874775159
"('Memories of Midnight', 'Sidney Sheldon')",0446354678
"('Memories of My Ghost Brother', 'Heinz Insu Fenkl')",0452277175
"('Memory Book', 'Harry Lorayne')",0345304233
"('Memory Makes Money', 'Harry Lorayne')",0451162641
"('Memory Slips: A Memoir of Music and Healing', 'Linda Katherine Cutting')",0060187301
"('Memory and Desire', 'Justine Harlowe')",0446302872
"('Memory and Desire', 'Lisa Appignanesi')",0451175530
"('Memory and Dream', 'Charles De Lint')",0812534077
"('Men Are Just Desserts', 'Sonya Friedman')",0446303380
"('Men Are from Mars, Women Are from Venus: A Practical Guide for Improving Communication and Getting What You Want in Your Relationships', 'John Gray')",006016848X
"('Men Who Hate Women and the Women Who Love Them', 'Susan Forward')",0553280376
"('Men and Angels', 'Mary Gordon')",0345329252
"('Men and the Girls', 'Joanna Trollope')",0380724081
"('Men of Iron', 'Howard Pyle')",0816718725
"('Men to Match My Mountains', 'Irving Stone')",042510544X
"(""Men: An Owner's Manual"", 'Stephanie Brush')",0671494597
"('Menaced Assassin', 'Joe Gores')",0892965428
"(""Mendel's Dwarf"", 'Simon Mawer')",014028155X
"('Mendocino and Other Stories', 'Ann Packer')",140003163X
"('Menopause, Naturally: Preparing for the Second Half of Life', 'Sadja Greenwood')",0912078839
"('Mercenary (Bio of a Space Tyrant, Vol 2)', 'Piers Anthony')",0380872218
"('Mercy', 'David L. Lindsey')",038524813X
"('Mercy', 'Julie Garwood')",0671034022
"('Mercy Road', 'Dalia Pagani')",0385323565
"('Mere Christianity', 'C. S. Lewis')",0060652926
"('Meridian', 'Alice Walker')",0671472569
"('Merlin', 'Stephen R. Lawhead')",0786107081
"(""Merlin's Bones"", 'Fred Saberhagen')",0812533496
"(""Merlin's Harp"", 'Anne Eliot Crompton')",0451455835
"(""Merlin's Legacy: Daughter of Fire (Merlin's Legacy)"", 'Quinn Taylor Evans')",0821766325
"('Merrick (Vampire Chronicles)', 'Anne Rice')",0679454489
"('Merry Christmas, Amelia Bedelia', 'Peggy Parish')",0380703254
"('Merry Men', 'Carolyn Chute')",0151592705
"('Mesmerized', 'Gayle Lynds')",0671024086
"('Message des hommes vrais au monde mutant', 'Marlo Morgan')",2290044067
"('Message from Malaga', 'Helen MacInnes')",0151592802
"('Message in a Bottle', 'Nicholas Sparks')",0446606812
"('Messages from Michael', 'Chelsea Quinn Yarbro')",0425104370
"('Metamorfosis, La', 'Franz Kafka')",848306135X
"('Metamorphosis', 'Franz Kafka')",0553210424
"('Metes and Bounds (Southern Tier)', 'Jay Quinn')",1560231858
"('Metropolitan Life', 'Fran Lebowitz')",0452263301
"('Mexico', 'James A. Michener')",0449221873
"('Mexico Set', 'Len Deighton')",0345314999
"('Miami', 'Pat Booth')",0345381653
"('Miami Purity', 'Vicki Hendricks')",0679439889
"('Miami Twilight', 'Tom Coffey')",0671028294
"('Michael Caine', 'Michael Freedland')",075283472X
"(""Michael Jackson's Beer Companion: The World's Great Beer Styles, Gastronomy, and Traditions"", 'Michael Jackson')",0762402016
"('Michael Jackson: The Magic and the Madness', 'J. Randy Taraborrelli')",1559720646
"('Michael Jordan (Scholastic Biography)', 'Chip Lovitt')",0590596446
"(""Michelangelo and the Pope's Ceiling"", 'Ross King')",0142003697
"('Mick Harte Was Here', 'Barbara Park')",0807261890
"('Microserfs', 'Douglas Coupland')",0060987049
"('Microsklaven.', 'Douglas Coupland')",3442540356
"('Microwave Gourmet', 'Barbara Kafka')",0380712512
"('Mid-Flinx', 'Alan Dean Foster')",0345406443
"('Midaq Alley', 'Naguib Mahfouz')",0385264763
"('Middle Age: A Romance', 'Joyce Carol Oates')",0060934905
"('Middle of Nowhere', 'Ridley Pearson')",0786889608
"('Middleman and Other Stories', 'Bharati Mukherjee')",0140104410
"('Middlemarch', 'George Eliot')",0140430024
"('Middlemarch (Penguin Classics)', 'George Eliot')",0140433880
"('Middlesex', 'Jeffrey Eugenides')",1559277807
"('Middlesex: A Novel', 'Jeffrey Eugenides')",0312422156
"('Midnight', 'Dean R. Koontz')",0425118703
"('Midnight All Day', 'Hanif Kureishi')",0571203914
"('Midnight Bayou', 'Nora Roberts')",0515133973
"('Midnight Dreary: The Mysterious Death of Edgar Allan Poe', 'John Evangelist Walsh')",0813526051
"('Midnight Jewels', 'Jayne Ann Krentz')",0446363731
"('Midnight Lady', 'Rosemary Rogers')",0380786052
"('Midnight Lemonade', 'Ann Goethe')",0385312512
"(""Midnight Louie's Pet Detectives"", 'Carole Nelson Douglas')",0812579011
"('Midnight Rain', 'Dee Davis')",0804119775
"('Midnight Rose', 'Robin Lee Hatcher')",0843945044
"('Midnight Runner', 'Jack Higgins')",0425189414
"('Midnight Star', 'Catherine Coulter')",0451404467
"('Midnight Voices', 'JOHN SAUL')",0449006530
"('Midnight Waltz', 'Jennifer Blake')",0449146596
"('Midnight at the Well of Souls', 'Jack L. Chalker')",0345324455
"('Midnight in Ruby Bayou', 'Elizabeth Lowell')",0380789892
"('Midnight in Sicily', 'Peter Robb')",1875989056
"('Midnight in the Garden of Good and Evil', 'JOHN BERENDT')",0679438025
"('Midnight in the Garden of Good and Evil: A Savannah Story', 'John Berendt')",0679429220
"(""Midnight's Lair"", 'Richard Laymon')",0821746847
"('Midsummer', 'Marcelle Clements')",0156029650
"('Midsummer Magic', 'Catherine Coulter')",0451402049
"('Midsummer Nights Dream', 'William Shakespeare')",0671531409
"('Midwives', 'Chris Bohjalian')",0517703963
"('Midworld', 'Alan Dean Foster')",0345283570
"('Mientras Escribo', 'Stephen King')",840101445X
"('Mientras Vivimos', 'Maruja Torres')",8408036424
"('Mike Mulligan and His Steam Shovel (Sandpiper Books)', 'Virginia Lee Burton')",0395259398
"('Mila 18', 'Leon Uris')",0553241605
"('Milagro Beanfield War', 'John Treadwell Nichols')",0345344464
"('Miles, Mystery &amp; Mayhem', 'Lois McMaster Bujold')",0743436180
"('Milk in My Coffee', 'Eric Jerome Dickey')",0451194063
"('Millennium', 'Ben Bova')",0345302486
"('Millennium', 'John Varley')",0425076741
"('Millionaire : The Philanderer, Gambler, and Duelist Who Invented Modern Finance', 'Janet Gleeson')",0684872951
"('Millions of Cats', 'Wanda Gag')",0590406124
"('Millroy the Magician', 'Paul Theroux')",0679402470
"('Millstone', 'Margaret Drabble')",0140028420
"('Mina', 'JONATHA CEELY')",038533690x
"('Mind Kill', 'Richard LA Plante')",0312860552
"('Mind Over Murder : DNA and Other Forensic Adventures', 'JACK BATTEN')",0771010699
"('Mind Prey', 'John Sandford')",0425152898
"('Mindbend', 'Robin Cook')",0451141083
"('Mindfield', 'Gregory Corso')",0938410865
"('Minding the Body: Women Writers on Body and Soul', 'Patricia Foster')",038547167X
"('Mindkiller', 'Spider Robinson')",0425062880
"('Mine Boy', 'Peter Abrahams')",0435905627
"('Minotaur', 'John Farris')",0812582586
"('Minotaur', 'Stephen Coonts')",0440207428
"('Mint Julep Murder', 'Carolyn G. Hart')",0553572024
"('Minus Time', 'Catherine Bush')",0006485294
"(""Mira Silverstein's Guide to upright stitches: Exciting needlework projects, patterns, and designs anyone can make"", 'Mira Silverstein')",0679507841
"('Mirabile', 'Janet Kagan')",0812509935
"('Mirabilis', 'Susann Cokal')",0399147535
"('Miracle Cure', 'Michael Palmer')",0553576623
"('Miracle Worker', 'William Gibson')",0553247786
"('Miracle at Midway', 'Gordon William Prange')",0070506728
"('Miracle at St. Anna', 'James McBride')",1573222127
"('Miracle in Seville', 'James A. Michener')",0679418229
"('Miracles Do Happen', 'Briege McKenna')",0312929722
"('Mirage', 'F. Paul Wilson')",0446519766
"('Mirage', 'Soheir Khashoggi')",0812550943
"(""Miriam's Kitchen: A Memoir"", 'Elizabeth Ehrlich')",014026759X
"('Mirror', 'Graham Masterton')",0812522028
"('Mirror Image', 'Danielle Steel')",0440224772
"('Mirror Mirror: A Novel', 'Gregory Maguire')",006039384X
"('Mirror of Destiny', 'Andre Norton')",0380779765
"('Mischief', 'Amanda Quick')",0553571907
"('Misery', 'Stephen King')",0451169522
"('Misfortune', 'Nancy Geary')",0446610941
"('Misreadings', 'Umberto Eco')",0330334689
"('Miss America', 'Howard Stern')",0060391677
"('Miss Bindergarten Gets Ready for Kindergarten', 'Joseph Slate')",0140562737
"('Miss Julia Hits the Road (Southern Comedy of Manners)', 'Ann B. Ross')",0670032077
"('Miss Julia Takes over', 'Ann B. Ross')",0142000892
"('Miss Julia Throws a Wedding', 'Ann B. Ross')",0670031054
"('Miss Marple: The Complete Short Stories', 'Agatha Christie')",0425094863
"('Miss Melville Rides a Tiger', 'Evelyn E. Smith')",0449221059
"('Miss Rumphius', 'Barbara Cooney')",0140505393
"(""Miss Seeton Rules (Heron Carvic's Miss Seeton)"", 'Hamilton Crane')",0425143546
"('Miss Silver Comes to Stay', 'Patricia Wentworth')",055325362X
"(""Miss Smilla's Feeling for Snow"", 'Peter Hoeg')",1860461670
"('Miss Wyoming', 'Douglas Coupland')",0375407340
"('Missing Beauty', 'Teresa Carpenter')",0821727559
"('Missing Joseph', 'Elizabeth George')",0553566040
"('Missing May', 'Cynthia Rylant')",0440220270
"('Missing Pieces', 'JOY FIELDING')",0440222877
"('Mission Child', 'Maureen F. McHugh')",0380791226
"('Mississippi Bridge', 'Mildred D. Taylor')",0553159925
"('Mistaken Identity', 'Lisa Scottoline')",0061096113
